"hunt_code","boundary_id","hunt_name","species","hunt_class","hunt_type","draw_family","weapon","sex_type","youth_flag","eligibility_class","season","permits_2025_res","permits_2025_nr","permits_2025_total","avg_points_2025","hunters_2025","harvest_2025","success_percent_2025","avg_days_2025","satisfaction_2025","access_type","permits_2026_res","permits_2026_nr","permits_2026_total","permit_status","permit_allocation_type","permit_source_authority","permit_note","has_harvest","has_bonus_draw","has_antlerless_draw","source_file","permit_overlay_source","source_authority","data_status","permits_2025_draw_res","permits_2025_draw_nr","draw_2025_bg_pdf_page","draw_2025_bg_report_page","draw_2025_type","draw_2025_species_section","permits_2025_draw_total","huntCode","code","title","unitName","unitCode","boundaryId","boundary_id_numeric","boundary_token","resolvedBoundaryIds"
"PB5017","208","Vernal","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","20.0","2.0","22.0","","19.0","7.0","36.8","7.1","2.5","Public","18.0","2.0","20.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","20","2","423","514","Bonus Point Draw Results","","22","PB5017","PB5017","Vernal","Vernal","208","208","208","208","208"
"PB5018","625","Southwest Desert","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","31.0","4.0","35.0","","31.0","28.0","90.3","5.0","4.3","Public","31.0","4.0","35.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","30","4","424","515","Bonus Point Draw Results","","34","PB5018","PB5018","Southwest Desert","Southwest Desert","625","625","625","625","625"
"PB5019","244","West Desert, Riverbed","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","16.0","2.0","18.0","","18.0","17.0","94.4","2.6","4.5","Public","18.0","2.0","20.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","16","2","425","516","Bonus Point Draw Results","","18","PB5019","PB5019","West Desert, Riverbed","West Desert, Riverbed","244","244","244","244","244"
"PB5020","245","West Desert, Rush Valley","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","8.0","1.0","9.0","","9.0","8.0","88.9","5.6","4.4","Public","8.0","1.0","9.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","8","1","426","517","Bonus Point Draw Results","","9","PB5020","PB5020","West Desert, Rush Valley","West Desert, Rush Valley","245","245","245","245","245"
"PB5021","246","West Desert, Snake Valley","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","22.0","2.0","24.0","","23.0","14.0","60.9","3.2","3.7","Public","23.0","3.0","26.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","22","2","427","518","Bonus Point Draw Results","","24","PB5021","PB5021","West Desert, Snake Valley","West Desert, Snake Valley","246","246","246","246","246"
"PB5053","277","Nine Mile, Range Creek","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","3.0","0.0","3.0","","3.0","3.0","100.0","7.0","3.5","Public","4.0","0.0","4.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","3","0","454","545","Bonus Point Draw Results","","3","PB5053","PB5053","Nine Mile, Range Creek","Nine Mile, Range Creek","277","277","277","277","277"
"PB5054","718","Panguitch Lake/Zion, North","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","7.0","1.0","8.0","","7.0","7.0","100.0","2.3","4.5","Public","7.0","1.0","8.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","7","1","455","546","Bonus Point Draw Results","","8","PB5054","PB5054","Panguitch Lake/Zion, North","Panguitch Lake/Zion, North","718","718","718","718","718"
"PB5055","443","San Rafael, Desert","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","2.0","0.0","2.0","","1.0","1.0","100.0","2.0","1.0","Public","2.0","0.0","2.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","2","0","456","547","Bonus Point Draw Results","","2","PB5055","PB5055","San Rafael, Desert","San Rafael, Desert","443","443","443","443","443"
"PB5074","38","Cache, Rich","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","2.0","0.0","2.0","","2.0","0.0","0.0","7.5","2.5","Public","2.0","0.0","2.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","2","0","466","557","Bonus Point Draw Results","","2","PB5074","PB5074","Cache, Rich","Cache, Rich","38","38","38","38","38"
"PB5077","703","Parker Mtn","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","54.0","6.0","60.0","","54.0","30.0","55.6","4.6","3.9","Public","45.0","5.0","50.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","39","9","469","560","Bonus Point Draw Results","","48","PB5077","PB5077","Parker Mtn","Parker Mtn","703","703","703","703","703"
"PB5332","453","Mt Dutton/Paunsaugunt","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","3.0","1.0","4.0","","4.0","1.0","25.0","9.3","2.8","Public","4.0","1.0","5.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","3","1","489","580","Bonus Point Draw Results","","4","PB5332","PB5332","Mt Dutton/Paunsaugunt","Mt Dutton/Paunsaugunt","453","453","453","453","453"
"PB5024","625","Southwest Desert","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","31.0","4.0","35.0","","35.0","25.0","71.4","3.4","4.0","Public","31.0","4.0","35.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","30","4","428","519","Bonus Point Draw Results","","34","PB5024","PB5024","Southwest Desert","Southwest Desert","625","625","625","625","625"
"PB5056","194","San Rafael, North","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","20.0","2.0","22.0","","22.0","19.0","86.4","2.9","4.3","Public","21.0","2.0","23.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","19","2","457","548","Bonus Point Draw Results","","21","PB5056","PB5056","San Rafael, North","San Rafael, North","194","194","194","194","194"
"PB5059","129","Nine Mile, Anthro-Myton Bench","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","30.0","3.0","33.0","","31.0","23.0","74.2","2.6","2.9","Public","30.0","3.0","33.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","30","2","458","549","Bonus Point Draw Results","","32","PB5059","PB5059","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","129","129","129","129","129"
"PB5060","461","Diamond Mtn/Bonanza","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","17.0","2.0","19.0","","18.0","18.0","100.0","1.8","3.4","Public","17.0","2.0","19.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","17","2","459","550","Bonus Point Draw Results","","19","PB5060","PB5060","Diamond Mtn/Bonanza","Diamond Mtn/Bonanza","461","461","461","461","461"
"PB5061","718","Panguitch Lake/Zion, North","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","7.0","1.0","8.0","","8.0","7.0","87.5","2.0","4.4","Public","7.0","1.0","8.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","7","1","460","551","Bonus Point Draw Results","","8","PB5061","PB5061","Panguitch Lake/Zion, North","Panguitch Lake/Zion, North","718","718","718","718","718"
"PB5062","636","Pine Valley","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","7.0","1.0","8.0","","8.0","2.0","25.0","4.1","2.9","Public","7.0","1.0","8.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","7","1","461","552","Bonus Point Draw Results","","8","PB5062","PB5062","Pine Valley","Pine Valley","636","636","636","636","636"
"PB5065","81","Fillmore, Oak Creek South","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","13.0","2.0","15.0","","14.0","11.0","78.6","3.0","4.2","Public","15.0","2.0","17.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","13","2","462","553","Bonus Point Draw Results","","15","PB5065","PB5065","Fillmore, Oak Creek South","Fillmore, Oak Creek South","81","81","81","81","81"
"PB5066","289","North Slope, Three Corners/West Daggett","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","12.0","1.0","13.0","","12.0","7.0","58.3","2.9","3.6","Public","10.0","1.0","11.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","12","1","463","554","Bonus Point Draw Results","","13","PB5066","PB5066","North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett","289","289","289","289","289"
"PB5072","208","Vernal","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","20.0","2.0","22.0","","20.0","9.0","45.0","3.7","3.3","Public","18.0","2.0","20.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","20","2","464","555","Bonus Point Draw Results","","22","PB5072","PB5072","Vernal","Vernal","208","208","208","208","208"
"PB5075","38","Cache, Rich","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","2.0","0.0","2.0","","1.0","1.0","100.0","3.0","1.0","Public","2.0","0.0","2.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","2","0","467","558","Bonus Point Draw Results","","2","PB5075","PB5075","Cache, Rich","Cache, Rich","38","38","38","38","38"
"PB5078","703","Parker Mtn","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","54.0","6.0","60.0","","55.0","38.0","69.1","2.8","4.2","Public","45.0","5.0","50.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","54","6","470","561","Bonus Point Draw Results","","60","PB5078","PB5078","Parker Mtn","Parker Mtn","703","703","703","703","703"
"PB5079","755","Box Elder, West","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","9.0","1.0","10.0","","9.0","5.0","55.6","3.2","3.9","Public","10.0","1.0","11.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","5","2","471","562","Bonus Point Draw Results","","7","PB5079","PB5079","Box Elder, West","Box Elder, West","755","755","755","755","755"
"PB5080","27","Box Elder, Snowville","Pronghorn","Limited Entry","Limited Entry","BONUS","Muzzleloader","Buck","False","STANDARD","Sept 23 2026 - Oct 01 2026","9.0","1.0","10.0","","10.0","8.0","80.0","2.0","3.7","Public","9.0","1.0","10.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","1","6","472","563","Bonus Point Draw Results","","7","PB5080","PB5080","Box Elder, Snowville","Box Elder, Snowville","27","27","27","27","27"
"LP5025","628","Beaver - Private Land Only","Pronghorn","Private Land Only","Limited Entry - Private Land Only","NONE","Any Legal Weapon","Buck","False","STANDARD","Sept 13 2025 - Sept 21 2025 - Private Land Only","","","","","1.0","1.0","100.0","1.0","4.0","Private","","","","NO_QUOTA_PUBLISHED","NO_QUOTA_PUBLISHED","Utah DWR Hunt Planner","Utah DWR Hunt Planner source confirms private-land pronghorn hunt in 2026_pronghorn_buck_private_land.xlsx; no quota or permit total published in uploaded source.","True","False","False","pronghorn buck.csv","2026_pronghorn_buck_private_land.xlsx","official_uploaded_source","SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED","","","","","","","","LP5025","LP5025","Beaver - Private Land Only","Beaver - Private Land Only","628","628","628","628","628"
"LP5031","755","Box Elder, West - Private Land Only","Pronghorn","Private Land Only","Limited Entry - Private Land Only","NONE","Any Legal Weapon","Buck","False","STANDARD","Sept 13 2025 - Sept 21 2025 - Private Land Only","","","","","1.0","1.0","100.0","1.0","5.0","Private","","","","NO_QUOTA_PUBLISHED","NO_QUOTA_PUBLISHED","Utah DWR Hunt Planner","Utah DWR Hunt Planner source confirms private-land pronghorn hunt in 2026_pronghorn_buck_private_land.xlsx; no quota or permit total published in uploaded source.","True","False","False","pronghorn buck.csv","2026_pronghorn_buck_private_land.xlsx","official_uploaded_source","SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED","","","","","","","","LP5031","LP5031","Box Elder, West - Private Land Only","Box Elder, West - Private Land Only","755","755","755","755","755"
"LP5033","81","Fillmore, Oak Creek South - Private Land Only","Pronghorn","Private Land Only","Limited Entry - Private Land Only","NONE","Any Legal Weapon","Buck","False","STANDARD","Sept 13 2025 - Sept 21 2025 - Private Land Only","","","","","1.0","1.0","100.0","1.0","5.0","Private","","","","NO_QUOTA_PUBLISHED","NO_QUOTA_PUBLISHED","Utah DWR Hunt Planner","Utah DWR Hunt Planner source confirms private-land pronghorn hunt in 2026_pronghorn_buck_private_land.xlsx; no quota or permit total published in uploaded source.","True","False","False","pronghorn buck.csv","2026_pronghorn_buck_private_land.xlsx","official_uploaded_source","SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED","","","","","","","","LP5033","LP5033","Fillmore, Oak Creek South - Private Land Only","Fillmore, Oak Creek South - Private Land Only","81","81","81","81","81"
"LP5046","194","San Rafael, North - Private Land Only","Pronghorn","Private Land Only","Limited Entry - Private Land Only","NONE","Any Legal Weapon","Buck","False","STANDARD","Sept 13 2025 - Sept 21 2025 - Private Land Only","","","","","1.0","1.0","100.0","1.0","4.0","Private","","","","NO_QUOTA_PUBLISHED","NO_QUOTA_PUBLISHED","Utah DWR Hunt Planner","Utah DWR Hunt Planner source confirms private-land pronghorn hunt in 2026_pronghorn_buck_private_land.xlsx; no quota or permit total published in uploaded source.","True","False","False","pronghorn buck.csv","2026_pronghorn_buck_private_land.xlsx","official_uploaded_source","SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED","","","","","","","","LP5046","LP5046","San Rafael, North - Private Land Only","San Rafael, North - Private Land Only","194","194","194","194","194"
"LP5049","625","Southwest Desert - Private Land Only","Pronghorn","Private Land Only","Limited Entry - Private Land Only","NONE","Any Legal Weapon","Buck","False","STANDARD","Sept 13 2025 - Sept 21 2025 - Private Land Only","","","","","1.0","1.0","100.0","3.0","3.0","Private","","","","NO_QUOTA_PUBLISHED","NO_QUOTA_PUBLISHED","Utah DWR Hunt Planner","Utah DWR Hunt Planner source confirms private-land pronghorn hunt in 2026_pronghorn_buck_private_land.xlsx; no quota or permit total published in uploaded source.","True","False","False","pronghorn buck.csv","2026_pronghorn_buck_private_land.xlsx","official_uploaded_source","SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED","","","","","","","","LP5049","LP5049","Southwest Desert - Private Land Only","Southwest Desert - Private Land Only","625","625","625","625","625"
"LP5051","245","West Desert, Rush Valley - Private Land Only","Pronghorn","Private Land Only","Limited Entry - Private Land Only","NONE","Any Legal Weapon","Buck","False","STANDARD","Sept 13 2025 - Sept 21 2025 - Private Land Only","","","","","0.0","0.0","","","","Private","","","","NO_QUOTA_PUBLISHED","NO_QUOTA_PUBLISHED","Utah DWR Hunt Planner","Utah DWR Hunt Planner source confirms private-land pronghorn hunt in 2026_pronghorn_buck_private_land.xlsx; no quota or permit total published in uploaded source.","True","False","False","pronghorn buck.csv","2026_pronghorn_buck_private_land.xlsx","official_uploaded_source","SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED","","","","","","","","LP5051","LP5051","West Desert, Rush Valley - Private Land Only","West Desert, Rush Valley - Private Land Only","245","245","245","245","245"
"PB1000","SW_PRONGHORN_2026","Pronghorn - Statewide Permit","Pronghorn","Statewide Permit","Statewide","NONE","Any Legal Weapon","Buck","False","STANDARD","Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1 - Nov 15, 2026","","","","","2.0","2.0","100.0","3.0","3.5","Public","","","1","TOTAL_ONLY","CONSERVATION_MULTIYEAR_TOTAL","Utah DWR Conservation Permit Working List","Total count applied from Utah DWR 2025-2027 Multi-Year Conservation Permit working list. Resident/nonresident split is not published for these conservation permits.","True","False","False","pronghorn buck.csv","8C1294DD__2025-27_conservation_permits.pdf","official_uploaded_source","COMPLETE_TOTAL_ONLY","","","","","","","","PB1000","PB1000","Pronghorn - Statewide Permit","Pronghorn - Statewide Permit","900015","900015","900015","SW_PRONGHORN_2026","15;24;25;27;38;81;97;110;129;138;186;194;201;208;244;245;246;277;289;443;453;461;509;537;545;557;558;568;581;585;589;590;603;625;628;636;667;688;703;718;721;755;806;824;826;829;873;876;882;895;906;918;940;9999"
"RS1001","15","Book Cliffs, South","Rocky Mountain Bighorn Sheep","Conservation","Conservation","NONE","Any Legal Weapon","Male Only","False","STANDARD","Nov 1 - Dec 31, 2025","","","","","1.0","1.0","100.0","20.0","2.0","Public","0","0","0","FULL_SPLIT","DRAW_RES_NR_SPLIT","Utah DWR Hunt Planner","2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_ROCKY_MOUNTAIN_SHEEP_ram.xlsx.","True","False","False","rocky mtn. sheep.csv","2026_ROCKY_MOUNTAIN_SHEEP_ram.xlsx","official_uploaded_source","COMPLETE","","","","","","","","RS1001","RS1001","Book Cliffs, South","Book Cliffs, South","15","15","15","15","15"
